Frequency (Hz)	Level (dB)
141.601562	-80.343246
142.089844	-80.567169
142.578125	-81.643555
143.066406	-81.375015
143.554688	-81.222122
144.042969	-78.480827
144.531250	-79.419106
145.019531	-78.495697
145.507812	-81.160484
145.996094	-78.424019
146.484375	-78.563431
146.972656	-79.229996
147.460938	-80.840897
147.949219	-80.681717
148.437500	-79.746284
148.925781	-78.644730
149.414062	-76.956009
149.902344	-78.971092
150.390625	-80.486275
150.878906	-80.347183
151.367188	-81.307365
151.855469	-82.886482
152.343750	-80.860527
152.832031	-79.481606
153.320312	-81.411087
153.808594	-82.170349
154.296875	-79.480255
154.785156	-78.670509
155.273438	-79.850204
155.761719	-79.648949
156.250000	-78.205727
156.738281	-81.917709
157.226562	-79.142433
157.714844	-83.195663
158.203125	-80.061150
158.691406	-78.959290
159.179688	-81.071602
159.667969	-79.648422
160.156250	-78.933250
160.644531	-80.544144
161.132812	-83.727089
161.621094	-80.644882
162.109375	-78.276756
162.597656	-79.722267
163.085938	-78.074585
163.574219	-79.502182
164.062500	-79.636826
164.550781	-77.503746
165.039062	-79.461922
165.527344	-82.498459
166.015625	-79.483559
166.503906	-79.174316
166.992188	-76.521706
167.480469	-79.376236
167.968750	-78.901024
168.457031	-80.798325
168.945312	-81.339478
169.433594	-79.465538
169.921875	-81.941109
170.410156	-80.966621
170.898438	-78.229637
171.386719	-80.836128
171.875000	-83.311295
172.363281	-84.020424
172.851562	-82.691170
173.339844	-81.679543
173.828125	-83.127754
174.316406	-81.454407
174.804688	-79.566147
175.292969	-83.249809
175.781250	-81.526314
176.269531	-81.340775
176.757812	-79.525375
177.246094	-80.824570
177.734375	-81.730064
178.222656	-79.944069
178.710938	-82.359840
179.199219	-81.859436
179.687500	-79.750237
180.175781	-79.463951
180.664062	-78.489037
181.152344	-83.022118
181.640625	-83.972206
182.128906	-82.664513
182.617188	-84.475113
183.105469	-83.451805
183.593750	-83.425034
184.082031	-81.690300
184.570312	-80.945396
185.058594	-83.884033
185.546875	-80.019691
186.035156	-80.479652
186.523438	-82.464920
187.011719	-82.945206
187.500000	-81.957397
187.988281	-78.471558
188.476562	-80.553864
188.964844	-83.636345
189.453125	-82.383263
189.941406	-81.305458
190.429688	-81.108162
190.917969	-81.494225
191.406250	-82.948479
191.894531	-81.555519
192.382812	-79.346504
192.871094	-83.395996
193.359375	-83.751099
193.847656	-83.621323
194.335938	-82.260223
194.824219	-81.816696
195.312500	-78.569984
195.800781	-83.854691
196.289062	-85.173233
196.777344	-83.230614
197.265625	-84.475517
197.753906	-83.553383
198.242188	-81.046692
198.730469	-81.974525
199.218750	-81.825371
199.707031	-83.756889
200.195312	-82.085739
200.683594	-82.130348
201.171875	-83.976929
201.660156	-81.648445
202.148438	-82.517006
202.636719	-80.077385
203.125000	-81.387878
203.613281	-83.863518
204.101562	-81.269348
204.589844	-83.231476
205.078125	-81.407768
205.566406	-80.334122
206.054688	-81.795944
206.542969	-79.118416
207.031250	-80.237335
207.519531	-83.857758
208.007812	-81.666634
208.496094	-81.256187
208.984375	-80.578857
209.472656	-83.527359
209.960938	-81.457817
210.449219	-83.496559
210.937500	-81.733353
211.425781	-81.892235
211.914062	-81.575813
212.402344	-80.024948
212.890625	-81.999840
213.378906	-79.940086
213.867188	-81.586021
214.355469	-86.436867
214.843750	-82.231071
215.332031	-81.140984
215.820312	-85.412827
216.308594	-83.179604
216.796875	-84.391228
217.285156	-79.262901
217.773438	-81.896767
218.261719	-81.266304
218.750000	-84.028465
219.238281	-82.745216
219.726562	-80.978867
220.214844	-81.098198
220.703125	-82.840919
221.191406	-82.312263
221.679688	-83.651909
222.167969	-85.024979
222.656250	-83.650330
223.144531	-81.976913
223.632812	-82.223564
224.121094	-84.357025
224.609375	-81.023399
225.097656	-82.701630
225.585938	-85.266838
226.074219	-85.392036
226.562500	-83.674202
227.050781	-82.719330
227.539062	-81.623192
228.027344	-83.571152
228.515625	-81.981750
229.003906	-82.166771
229.492188	-83.083969
229.980469	-83.344604
230.468750	-84.346321
230.957031	-82.799759
231.445312	-82.258163
231.933594	-82.665642
232.421875	-84.669151
232.910156	-82.423180
233.398438	-81.956024
233.886719	-83.102402
234.375000	-81.962067
234.863281	-82.955345
235.351562	-84.831276
235.839844	-82.811096
236.328125	-84.620941
236.816406	-84.691795
237.304688	-81.046097
237.792969	-81.249344
238.281250	-85.330223
238.769531	-84.529221
239.257812	-81.406548
239.746094	-81.598061
240.234375	-84.978210
240.722656	-85.283607
241.210938	-83.288132
241.699219	-83.274139
242.187500	-83.477707
242.675781	-82.076584
243.164062	-86.084564
243.652344	-83.890480
244.140625	-83.303818
244.628906	-82.796234
245.117188	-83.322540
245.605469	-84.458427
246.093750	-82.306824
246.582031	-82.041031
247.070312	-87.088524
247.558594	-85.399605
248.046875	-85.743385
248.535156	-81.849716
249.023438	-82.336624
249.511719	-85.615486
250.000000	-82.353401
250.488281	-83.307831
250.976562	-83.571541
251.464844	-83.090782
251.953125	-81.920158
252.441406	-83.749428
252.929688	-82.595428
253.417969	-84.129517
253.906250	-82.716652
254.394531	-82.996246
254.882812	-79.630234
255.371094	-80.026390
255.859375	-81.590393
256.347656	-82.660202
256.835938	-83.781822
257.324219	-82.622398
257.812500	-80.678711
258.300781	-84.619003
258.789062	-83.304260
259.277344	-82.761993
259.765625	-82.128784
260.253906	-84.053123
260.742188	-84.877678
261.230469	-80.836273
261.718750	-82.069733
262.207031	-88.933311
262.695312	-81.834961
263.183594	-86.131134
263.671875	-82.096848
264.160156	-82.304214
264.648438	-82.585022
265.136719	-81.186302
265.625000	-81.187675
266.113281	-82.939056
266.601562	-81.528145
267.089844	-84.360718
267.578125	-82.955910
268.066406	-84.592690
268.554688	-79.665749
269.042969	-81.981995
269.531250	-83.223259
270.019531	-84.853500
270.507812	-84.563271
270.996094	-85.122032
271.484375	-82.768517
271.972656	-81.403801
272.460938	-82.227173
272.949219	-82.630363
273.437500	-85.057053
273.925781	-82.398575
274.414062	-83.502342
274.902344	-84.959724
275.390625	-83.931236
275.878906	-82.742500
276.367188	-84.627022
276.855469	-80.855011
277.343750	-82.967972
277.832031	-83.695374
278.320312	-84.120483
278.808594	-80.853554
279.296875	-81.635880
279.785156	-85.274788
280.273438	-86.098648
280.761719	-85.170921
281.250000	-82.343422
281.738281	-82.208580
282.226562	-80.802757
282.714844	-82.009499
283.203125	-81.676079
283.691406	-81.360298
284.179688	-84.889801
284.667969	-83.755058
285.156250	-85.451370
285.644531	-81.888733
286.132812	-86.534111
286.621094	-83.883423
287.109375	-82.310989
287.597656	-82.676109
288.085938	-79.556664
288.574219	-81.806908
289.062500	-81.515778
289.550781	-84.660782
290.039062	-83.477234
290.527344	-83.537025
291.015625	-84.555084
291.503906	-81.361588
291.992188	-84.482208
292.480469	-83.796707
