Frequency (Hz)	Level (dB)
70.800781	-54.575146
71.044922	-56.743729
71.289062	-55.323486
71.533203	-54.799774
71.777344	-51.459145
72.021484	-57.966496
72.265625	-57.698151
72.509766	-55.261223
72.753906	-56.062092
72.998047	-54.509632
73.242188	-55.997963
73.486328	-56.581238
73.730469	-52.346664
73.974609	-53.450993
74.218750	-55.438126
74.462891	-52.986992
74.707031	-51.152771
74.951172	-52.783886
75.195312	-59.648693
75.439453	-57.673847
75.683594	-53.585819
75.927734	-57.520611
76.171875	-57.930569
76.416016	-52.595951
76.660156	-54.946362
76.904297	-56.059292
77.148438	-59.996689
77.392578	-60.327950
77.636719	-59.228088
77.880859	-56.738827
78.125000	-54.558647
78.369141	-55.249920
78.613281	-57.002575
78.857422	-57.662781
79.101562	-55.959000
79.345703	-56.436943
79.589844	-55.318947
79.833984	-53.805035
80.078125	-55.524208
80.322266	-57.131302
80.566406	-57.825748
80.810547	-56.731724
81.054688	-56.089325
81.298828	-56.040218
81.542969	-55.966709
81.787109	-53.670906
82.031250	-57.060329
82.275391	-55.935917
82.519531	-54.155056
82.763672	-52.790325
83.007812	-55.741142
83.251953	-52.743385
83.496094	-58.252533
83.740234	-56.974094
83.984375	-57.411175
84.228516	-60.444195
84.472656	-59.507465
84.716797	-56.268257
84.960938	-57.770157
85.205078	-61.957008
85.449219	-57.687191
85.693359	-57.650562
85.937500	-58.555698
86.181641	-57.618736
86.425781	-55.091167
86.669922	-53.006924
86.914062	-54.352528
87.158203	-55.144482
87.402344	-56.716431
87.646484	-58.755440
87.890625	-55.812466
88.134766	-56.559898
88.378906	-55.105556
88.623047	-58.280617
88.867188	-57.255184
89.111328	-56.178288
89.355469	-57.923603
89.599609	-56.135330
89.843750	-55.551262
90.087891	-55.411747
90.332031	-55.316212
90.576172	-53.226700
90.820312	-60.318985
91.064453	-60.154129
91.308594	-59.593243
91.552734	-58.480545
91.796875	-55.653561
92.041016	-54.246986
92.285156	-57.842155
92.529297	-52.656845
92.773438	-57.874825
93.017578	-60.728882
93.261719	-55.381241
93.505859	-56.025970
93.750000	-59.998272
93.994141	-62.064411
94.238281	-57.630852
94.482422	-54.479931
94.726562	-56.597343
94.970703	-56.063629
95.214844	-57.561886
95.458984	-61.501244
95.703125	-58.255741
95.947266	-58.346519
96.191406	-61.848885
96.435547	-54.561203
96.679688	-59.082157
96.923828	-58.911926
97.167969	-58.143200
97.412109	-59.312363
97.656250	-56.132675
97.900391	-60.253010
98.144531	-58.337795
98.388672	-59.120636
98.632812	-59.925865
98.876953	-59.493000
99.121094	-59.384884
99.365234	-57.611752
99.609375	-53.869175
99.853516	-61.422577
100.097656	-60.108223
100.341797	-62.276070
100.585938	-59.226440
100.830078	-54.791283
101.074219	-60.412968
101.318359	-63.588196
101.562500	-61.076958
101.806641	-59.429077
102.050781	-59.921318
102.294922	-60.932446
102.539062	-61.314644
102.783203	-56.244556
103.027344	-58.129986
103.271484	-61.075798
103.515625	-58.498684
103.759766	-56.652042
104.003906	-59.387394
104.248047	-57.507721
104.492188	-57.263992
104.736328	-57.758537
104.980469	-59.421535
105.224609	-56.599865
105.468750	-57.081337
105.712891	-55.662922
105.957031	-59.472553
106.201172	-61.966129
106.445312	-59.831463
106.689453	-57.911652
106.933594	-61.334240
107.177734	-60.330769
107.421875	-59.408905
107.666016	-55.577286
107.910156	-58.752914
108.154297	-58.306328
108.398438	-57.801205
108.642578	-61.487175
108.886719	-61.924606
109.130859	-59.906689
109.375000	-55.899780
109.619141	-57.542847
109.863281	-59.894863
110.107422	-60.245857
110.351562	-59.692974
110.595703	-58.470806
110.839844	-58.163101
111.083984	-62.302322
111.328125	-59.207283
111.572266	-58.061523
111.816406	-57.594250
112.060547	-56.723354
112.304688	-60.880688
112.548828	-57.954865
112.792969	-61.013992
113.037109	-59.756138
113.281250	-58.259430
113.525391	-62.248882
113.769531	-57.458908
114.013672	-59.813442
114.257812	-61.349174
114.501953	-56.517956
114.746094	-62.063522
114.990234	-57.699680
115.234375	-58.082935
115.478516	-58.564167
115.722656	-60.256336
115.966797	-61.282299
116.210938	-64.971527
116.455078	-59.649216
116.699219	-59.896099
116.943359	-58.408237
117.187500	-61.613548
117.431641	-60.832569
117.675781	-57.850033
117.919922	-61.920639
118.164062	-59.253078
118.408203	-62.200939
118.652344	-58.963173
118.896484	-57.940945
119.140625	-59.844257
119.384766	-60.022194
119.628906	-59.597385
119.873047	-60.105465
120.117188	-56.849785
120.361328	-59.582893
120.605469	-61.817635
120.849609	-61.738319
121.093750	-59.924110
121.337891	-62.182690
121.582031	-59.109531
121.826172	-61.656162
122.070312	-60.455090
122.314453	-61.644684
122.558594	-60.722885
122.802734	-60.845371
123.046875	-58.540436
123.291016	-60.854622
123.535156	-63.310730
123.779297	-57.705605
124.023438	-60.277699
124.267578	-60.141911
124.511719	-59.503922
124.755859	-61.420326
125.000000	-58.596684
125.244141	-58.536106
125.488281	-60.492046
125.732422	-60.940250
125.976562	-60.941105
126.220703	-58.765293
126.464844	-60.322605
126.708984	-60.644131
126.953125	-59.775551
127.197266	-57.353813
127.441406	-59.478592
127.685547	-59.126820
127.929688	-57.586304
128.173828	-58.455326
128.417969	-59.721947
128.662109	-63.134026
128.906250	-58.667095
129.150391	-59.302029
129.394531	-59.614460
129.638672	-61.936035
129.882812	-60.435917
130.126953	-61.005917
130.371094	-61.288185
130.615234	-60.604870
130.859375	-60.230476
131.103516	-61.820759
131.347656	-59.002026
131.591797	-65.939430
131.835938	-63.245007
132.080078	-62.263763
132.324219	-55.789406
132.568359	-57.911846
132.812500	-60.469318
133.056641	-57.391228
133.300781	-56.695812
133.544922	-58.920841
133.789062	-59.169819
134.033203	-58.857201
134.277344	-67.948532
134.521484	-61.909821
134.765625	-60.037312
135.009766	-61.415165
135.253906	-61.341812
135.498047	-62.087906
135.742188	-60.689159
135.986328	-58.850315
136.230469	-59.793251
136.474609	-57.927219
136.718750	-61.008427
136.962891	-59.337593
137.207031	-58.024651
137.451172	-58.890717
137.695312	-56.023476
137.939453	-60.379520
138.183594	-58.799545
138.427734	-57.676212
138.671875	-57.102337
138.916016	-58.593315
139.160156	-57.726532
139.404297	-62.841465
139.648438	-59.466049
139.892578	-61.443176
140.136719	-59.070755
140.380859	-59.100174
